uid	GG1.69	GG1.70	GG1.71	GG1.72	GG1.73	GG1.74	GG1.75	GG1.76	GG1.77	GG1.78	GG1.79	GG1.80	GG1.81	GG1.82	GG1.83	GG1.84	GG1.85	GG1.86	GG1.87	GG1.88	GG1.89	GG1.90	GG1.91	GG1.92	GG1.93	GG1.94	GG1.95	GG1.96	GG1.R2.38	GG1.R2.39	GG1.R2.40	GG1.R2.41	GG1.R2.42	GG1.R2.43	GG1.R2.44	GG1.R2.45	GG1.R2.46	GG1.R2.47	GG1.R2.48
Agxt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agxt2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ahctf1	2.9202933	0.516015147	1.641546029	1.244887059	0	2.464668267	0	0	1.695993813	0	1.422233001	0	1.014355293	6.428778891	0	1.448900951	0	4.421559945	0	4.169123281	0	2.40053793	0	0	1.03562391	4.433627167	3.44625623	0	0.411426246	1.263034406	4.66732447	1.163498732	3.407352751	1.063502942	6.613531653	5.054414388	0.731183242	0	0.367371066
Ahcy	3.895302621	4.569855608	6.816471712	7.443689524	0.575312331	4.126807703	0.321928095	6.310885391	8.190170369	0	0.286881148	5.997518235	8.129489102	6.811471031	9.026661758	9.38663853	0	4.922673593	0.422233001	8.567727963	3.821710215	5.371907298	8.929317595	0	8.79983204	7.598573638	3.59454855	7.677719642	3.277984747	5.949534933	8.958233692	0.970853654	9.185866545	7.468664768	4.836934011	8.220136447	9.060398717	9.309840108	8.383142655
Ahcyl1	5.079804755	3.653060017	0	1.851998837	0	7.58165253	0	0	2.185866545	0	4.256255873	0	0	0	0	0.23878686	0.82374936	0.263034406	0.286881148	0	3.215678597	1.500802053	4.744699314	0	7.320665184	1.097610797	6.045705065	0	7.759289016	7.229203358	0	0.275007047	0.622930351	7.312338439	0	0	0.201633861	0	0
Ahcyl2	0	1.925999419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.843983844	4.186659017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ahdc1	0	1.250961574	0	0	0	0	0	0.137503524	0	0	0	0	0	0	0	0	0	0	0.333423734	0	0	0	0.250961574	0	0	0	0	1.981852653	0.201633861	0	0	0	0	0	0	0.176322773	0.23878686	0	0
Ahi1	5.701549057	0	0	0	0	0	0	0	3.962549023	0	0	0	0	4.274261661	0	1.748461233	0	2.386810946	0	0	0	0	1.641546029	0	0	1.521050737	0	0	0.263034406	0	5.335211682	0	0	3.762348816	0	0	0	0.176322773	0
Ahnak	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.731183242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ahr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.895302621	0	0	0	0	0	0	0	0	0	0	0	0	1.378511623	0	0	0	0	0	0	0	0	0	0
Ahrr	0	0	0	0	0	0	2.998195503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ahsa1	6.415826257	6.88886499	5.54689446	7.381023747	0.97819563	7.532550739	0	6.102658131	0	7.510170751	5.561326136	6.807354922	6.893483563	6.955824241	0	5.982537314	0	9.851030638	1.250961574	7.238404739	8.231221181	8.546084163	6.409390936	5.319401167	0	0.584962501	8.125103458	3.592158002	6.777551222	9.120885843	7.206819018	5.056149961	8.104284235	9.509695842	7.784765696	7.986297154	8.832257114	7.691464373	6.092334311
Ahsa2	3.244887059	0	6.065227623	5.412442825	7.271369647	4.941106311	0.22650853	8.308566567	0	0	3.975446766	7.811663685	0	0	0	0	3.382667253	8.376689765	0	5.119771162	5.128045891	4.777156666	7.153298683	0	0	0	0	0.485426827	0	0	0	3.844988157	3.970853654	5.837186385	0	3.27351589	3.568032105	5.549669171	6.942514505
Ahsg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AI115009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AI118078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AI182371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AI197445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AI314180	4.169925001	2.244887059	3.69265037	4.619413011	8.76755549	0.163498732	0.150559677	2.459431619	0	0	5.451540833	5.390254956	0.137503524	1.09085343	0	3.124328135	0	2.786596362	0	0	2.935459748	4.793375711	2.353323291	2.807354922	2.244887059	4.77452353	4.427606173	0	1.214124805	5.876762491	3.451540833	2.324810603	0.333423734	3.310340121	3.147306699	5.496973581	0	0	0.150559677
AI314278	0	0	0	0	0	0	0	0	0	0	0	0	0.799087306	0.713695815	0	0	0	0	0	0	0	0	0.641546029	0.35614381	0	0	0	0	0	0	0	0	0	0	0	0	0	0.344828497	0
AI317395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.321928095	0	0	0	0	0	0
AI413582	9.4615613	6.308521062	0	0	0	0	0	8.300169495	1.207892852	0	0	0	0	8.864588557	0	7.031108429	10.19538451	4.558879853	9.910912508	0	5.118941073	9.695228291	5.374343989	0	9.165384395	0	1.650764559	0	8.409984865	6.024364009	1.189033824	0	0	7.510882822	6.707221069	0	2.438292852	1.752748591	2.545968369
AI414108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AI427809	0	0	0	0	0	6.892391026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AI429214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AI450353	0	0	0	0	6.989593185	1.298658316	0	0	0	0	0	5.546585829	0.485426827	1.851998837	0	2.111031312	0	0	0	6.285587168	0	0	0.925999419	0	0	0	0	0.678071905	0	0	6.532784481	0	0	5.022367813	0	1.794935663	0	0	3.784503983
AI462493	1.526068812	0	6.972233124	0	7.110091752	0	7.888804121	7.538693351	2.538538164	0	0	0	3.448900951	7.354646096	0	0	0	0	0	0	5.618238656	0	0	5.383704292	0	3.669026766	0	0	8.456272266	0	8.446545733	5.794155898	0	3.40053793	0	0	2.543495883	0	7.770036139
AI463170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AI464131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AI467606	5.715618859	3.554588852	1.98550043	0.678071905	0	0	6.252097703	0	0	0	7.893301531	0	0	0	0	3.663344619	0	0	0	7.559950613	0	0	5.955591792	4.028569152	6.361943774	0	4.807870078	2.080657663	0	4.346956889	7.731319031	0.516015147	0	1.327687364	0	0	0.40053793	0	4.200849575
AI504432	4.589763487	3.533563348	0	2.066950244	5	0.584962501	0	0	0	0	3.67468662	0	0	0	0	0	0	0	0	5.758622982	0	0	0	0	0	3.845991771	0	0.389566812	0	7.260590275	0	2.097610797	0	0	0	0	2.526068812	0.5360529	0
AI506816	0	4.030336078	2.625270489	7.05278539	0	0	0	0	0	0	2.056583528	1.944858446	0	2.392317423	0	0	0	4.300855871	2.72900887	3.617063344	0	0	2.220329955	0	0	2.153805336	2.565597176	1.757023247	0	0	0	1.735522177	0	3.03562391	0	0	0	1.50589093	0
AI507597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AI593442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AI597479	0	0	0	0.40053793	0	0	0	0	0	0	0	0	0	8.001182976	0	0	0	0	0	7.727103604	0	0	0	0	6.86814348	0	0	0	0	0	0	0	0	3.192194165	0	0	5.45779126	0	1.321928095
AI606473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AI607873	0	0.918386234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AI646519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AI661453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AI662270	8.151321033	5.106013238	8.075532631	9.984347248	9.432374864	8.285725864	10.29283925	8.053925882	10.31462856	7.414304695	7.849373823	8.344872871	11.3869187	9.957319736	0	8.538576962	9.246218046	9.200702473	4.092545742	8.34881666	10.33726509	8.9559114	10.35095023	6.695297901	8.845364594	9.789549947	9.795698774	9.244839501	7.735995958	10.26358611	7.204082012	8.837060204	9.19564288	10.56265266	5.222650022	9.36288626	9.02466874	9.086587411	9.446483701
AI747448	0	0	0	0	0	0	0	0	0	0	0	0.748461233	0	0	0	0	0	0	2.759155834	0	0	0	0	0	0.367371066	0	0	0	0	0	0	0	0	0.555816155	0	0	0	0	0
AI837181	8.044394119	2.056583528	0.50589093	6.37521324	0	0	0	0.918386234	0	0	0	0	0	0	0	6.740118043	0	0	0	3.989139007	0	2.169925001	1.469885976	5.018367116	4.076388069	0	0	0	0	8.48264664	0	1.40599236	1.811471031	0	2.344828497	0	8.520461537	0	3.837943242
AI839979	0	0	0	0	0	0	0	0	0	0	0	0	0	3.493134922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.572889668	0	0	0	0
AI846148	5.226123143	0	0	0	0	0	6.155020578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.488000771	0	0	0	0	0	0	0	0	0	0	0	0
AI847159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AI848285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AI854517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AI854703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AI987944	4.493775408	0	0.50589093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.378511623	8.014132087	0	0	3.148934105	0	0	0	0.286881148	0.98550043	3.442280035	0.622930351	6.278914019	0	0	3.014355293	0	0	0	0	0
Aicda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aif1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aif1l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.64284595	0	0	0	0	0	0	0	0	0	0	0	0	0	0.526068812
Aifm1	0	0	3.3950628	0	0	0	4.206330648	3.089159132	5.521364878	0	4.46139759	5.705977902	0	0.748461233	0	8.053328593	0	0	0	0	7.084489525	7.041001987	3.608809243	4.275007047	0	4.04176865	0	8.837785596	5.152994605	1.839959587	0.956056652	6.161283075	0.782408565	2.080657663	0	8.516842505	2.339137385	10.18085399	6.753684755
Aifm2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.356672044	0	0	0	0	0	0	4.788163657	4.685379552	0	0	0	0	0.286881148	0	0	0	8.062046138	0	0	0	0
Aifm3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aig1	0	0	0	1.097610797	0	0	0	0	0	0	0	0.757023247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.871843649	0	6.339671881	0	0	0	0	0	0	0	0	4.830356747
Aim1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aim1l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aim2	0.641546029	2.13422094	0	5.657354182	1.970853654	4.56315813	1.014355293	0.333423734	0	0	0.739848103	5.197314999	0	0.669026766	0	0	1.757023247	0	4.500164679	2.056583528	1.361768359	0	0	1.948600847	0.757023247	0	0.941106311	0.422233001	0.839959587	1.570462931	5.032541697	3.221877081	0	1.427606173	0	0.432959407	2.97819563	0	0
Aimp1	8.215047571	4.440287821	8.674298215	0	2.493134922	5.7322692	6.735386783	7.530523387	3.74092756	0	4.382667253	8.250014115	8.826071747	7.553514104	0	7.60755225	3.925049965	7.041549645	9.899417349	4.755421735	6.578787796	8.210184276	0	0	2.358958826	6.427103287	6.237448996	2.361768359	0.970853654	0	6.807870078	4.170726276	5.552438555	6.455820365	0.86393845	0	7.583684549	0	3.458119481
Aimp2	7.684047262	3.601696516	3.682573297	3.809414444	0	7.854743739	0	3.212569339	0	0	0	8.648393537	9.086534338	8.701063826	0	6.80309785	5.591858905	3.66448284	0	7.945911978	0.98550043	5.730368236	0	0	2.039138394	3.393690764	7.496813841	6.316145742	6.497133304	0	2.419538892	8.064311643	0	7.306608579	9.264888242	7.114887534	4.432291338	9.427627123	7.253611152
Aip	0	7.56414949	7.341541061	0.659924558	7.470943522	7.561249753	5.887768949	0.422233001	0	0	2.347665656	0	4.599912842	0.475084883	0	0.773996325	0	7.271089466	0.5360529	7.721714425	7.253516608	8.721543552	5.689578726	5.095502518	7.549361133	7.656496371	0.378511623	5.116031993	0	8.280538807	0	0	5.283921772	7.142617655	2.763411574	0.545968369	2.908812908	5.09085343	0.422233001
Aipl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aire	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Airn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.722466024	0	0	0	0	0	0	0	0	0
Ajap1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ajuba	0	0.250961574	0.847996907	0	0.765534746	0.263034406	1.195347598	0.250961574	0	0	0	0.422233001	0.722466024	1.042644337	0	4.006298024	1.618238656	0.545968369	0	0.669026766	0.367371066	0.632268215	0.464668267	0	0.992768431	0.321928095	0.201633861	0	0.35614381	0.678071905	0	0.298658316	0.807354922	0	0	0	0.757023247	0	0.23878686
AK010878	2.13093087	3.054848477	4.137503524	4.617063344	0	0.757023247	1.659924558	3.150559677	5.142004916	0	2.435628594	0	5.484460413	0	0	5.006746832	2.140778656	3.121015401	2.121015401	4.399171094	3.496973581	4.324090516	4.100977648	6.521521924	4.977737849	7.643567622	2.521050737	2.715893371	4.358255587	4.172327492	4.71259578	2.321928095	2.739848103	7.660780334	3.119356177	7.071998581	5.464668267	1.201633861	3.049630768
Ak1	0	0	0	0	3.800123353	0	0	0	0	0	0	0	0	7.552822772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.280956314	0	0	0	0	0
AK129341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.253989266	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ak2	9.709049339	8.673450423	8.530601415	4.255500733	0	8.25219234	4.078951341	8.990103964	9.352815894	7.067273007	9.219652565	9.099558215	9.509339557	5.488322191	0	5.12722055	9.72505945	9.051372102	8.265755676	9.09333833	8.159770445	8.729926583	8.957827561	8.709497429	9.158761144	9.282092249	7.787184297	6.093602429	9.065469991	7.891844447	8.902043422	1.565597176	8.624758908	9.130158673	7.787837278	0.59454855	7.513964407	9.671700276	7.927363165
Ak3	3.583759754	1.575312331	4.029452886	0	7.535275377	0	8.35948603	7.395833996	0	0	0.275007047	1.580145484	0.275007047	0	0	1.803227036	0	0	2.056583528	0	4.527320608	0	0.555816155	0	0	0.545968369	0.887525271	0	8.042644337	2.565597176	4.465974465	5.56924803	0	0	5.720004787	0	0	0	0
Ak4	0	0	5.71259578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40599236	0	5.031218731	0	0	0	0.464668267	0.298658316	0.22650853	0	0	0	0	0	0	0.22650853	0	0	0	0.604071324
Ak5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89917563	0	0	0	0	0
Ak6	0	4.322649262	0	1.150559677	0	8.29043362	7.676873858	4.693765712	5.473137488	0	0	0	4.069530325	0	0	0	0	8.304328503	0	7.360978731	0	7.302501844	0	0	4.11353382	0	8.885543861	0	0	0.847996907	0	0	8.04625094	8.308475556	2.518535139	0	0.739848103	0	8.260119774
Ak7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ak8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akap1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.790772038	0	0	0	0	0	0	6.415995221	0	2.853995647	0	0	1.622930351	0	0	0.632268215	0	0	2.889473543	0	0	0	1.599317794	0
Akap10	0	0	0	0	0	0	3.0721058	0	0	0	0.367371066	0	0	0.250961574	0	0	0	2.053111336	1.220329955	0	0	1.40599236	3.967168608	2.508428653	0.526068812	6.466953337	0.201633861	0	0.321928095	6.825785627	1.996388746	0.86393845	0	3.769771739	6.186262836	1.378511623	0	0	0
Akap11	0	0	0	0	0	0	1.555816155	5.407012774	0	0	0	0	2.121015401	1.35614381	0	0	0	0	0	0	2.713695815	0	0	0.855989697	2.788685711	0	0	0	0	0	0	0.50589093	0	0	1.944858446	4.021479727	0.163498732	0	1.959770155
Akap12	0	1.925999419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.495695163	0	0	0	0	0	0
Akap13	7.529664802	6.840085516	7.042753761	3.943921327	7.088099184	5.939931765	4.253989266	5.617063344	6.221297103	4.283180979	7.159972221	5.415826257	0.782408565	7.789729251	0	5.801934646	7.411510988	7.777879937	8.926325649	5.853995647	6.60481265	4.052241981	6.348019909	4.096767855	4.746850183	6.511752654	5.550900665	7.291677223	4.763411574	6.584962501	6.443606651	8.810828662	3.066950244	5.861707287	4.826294245	5.443606651	3.168321116	6.269781238	6.105803772
Akap14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akap17b	0	0	0	0	6.497612366	0	0	0	0	0	0	0	0	0	0	0	0	0	6.803614528	0	0	0	0	0	0	5.557655155	0	0	0	0	0	6.664056113	0	0	0	5.124741692	0.137503524	0	0
Akap2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akap3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akap4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akap5	0	0.150559677	0	0	0	0.137503524	0	0	0	0	0	0	0	0.286881148	0	0	0	0.150559677	0	0.250961574	0	0.124328135	0	0	0	0.250961574	1.189033824	0	0	0	0	0.163498732	0	0	0	0	0	0.704871964	0
Akap6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akap7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.673556424	0	0.321928095	0	0	0	0	0	0	5.175524601	0	0	0	0	0	5.695715489	0	0	0	6.20026108	0	0	0	0
Akap8	0	4.27351589	6.135657989	6.97441459	0	2.201633861	0	4.597531174	8.102710615	0	7.141085319	1.589763487	4.561326136	0.263034406	0	0.250961574	0	1.713695815	0	5.978653265	3.147306699	0.604071324	0	3.715893371	0.545968369	0.59454855	0.704871964	1.3950628	0.604071324	0	0	0	5.051807107	2.970853654	0	2.908812908	6.000450772	0	3.607626221
Akap8l	0.422233001	0	0	6.767787198	0	0	0	0	6.460906348	0	0	0	0.641546029	7.031770114	0	7.524580892	0	0	5.614709844	3.386810946	5.296457407	0	1.831877241	0	1.827819025	0	0	0	2.976363636	0	3.646162657	7.477839201	0	3.89917563	0	0	4.049630768	8.021091018	0
Akap9	3.073820233	2.204766751	4.816087659	2.263034406	0.137503524	0	5.540399306	7.036393435	0.432959407	4.331991778	0	4.790250739	0	2.280956314	0	3.247927513	1.469885976	5.328405659	0	2.173127433	2.981852653	1.49057013	1.933572638	5.786596362	3.087462841	3.424922088	0.070389328	6.104126951	6.479133533	1.959770155	4.539779192	0.084064265	0.321928095	4.046141782	0	0.189033824	3.452858965	2.711494907	1.718087584
Akip1	0	0	0	0	0	8.096293483	0	6.731047439	0	0	0	0	1.545968369	0	0	1.722466024	0	0	0	7.726013749	5.204375511	2.204766751	7.676803354	3.57167681	2.286881148	0	0	5.632559052	0	6.318497619	0.831877241	1.495695163	6.965437996	4.727375939	5.64038956	8.352264173	0	0	5.807097275
Akirin1	0.378511623	0	0	0	8.914355231	7.331006484	0	0.641546029	0	0	2.704871964	0	7.845050903	1.384049807	0	0	0	0	0	0.35614381	0	0	1.687060688	0	0	0	0	0	0	8.211352963	0	0	4.081510068	3.708187236	0	4.687060688	6.113950482	0	0
Akirin2	0	2.994579724	0	0	0	5.975905274	0	0	0.516015147	0	0	3.892391026	0	0	0	3.264536431	0	0	0	0.485426827	3	1.891419187	1.35614381	0	0	5.386466093	6.198690586	0	0	0	0.495695163	0	0	1.827819025	0.59454855	1.646162657	3.720278465	0	0
Akna	0.910732662	0	0	0	0	3.731183242	0.855989697	3.177917792	1.682573297	0	1.207892852	1.070389328	0	0.189033824	0	0	0	0	3.874796966	0	0.23878686	4.553360503	3.001802243	0.163498732	0	0	4.948600847	1.163498732	2.353323291	2.998195503	0	0	0.464668267	3.228049048	4.593951284	0	2.310340121	0	0
Aknad1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akp3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akr1a1	8.405056346	10.55111222	9.313971371	9.057396116	10.25533549	9.02959092	5.862203399	9.828120613	10.7087218	0	8.960291601	9.792790294	8.909143047	9.555988661	0	10.11756519	0.799087306	7.609769734	8.711150711	8.921275647	9.550477457	10.29651477	9.582951094	6.626731151	10.23932405	9.001380044	8.002815016	9.986368268	8.37290858	9.280260402	7.683556107	9.272793056	9.102421932	9.653167527	9.433460256	2.100977648	10.52468862	8.652271365	10.26437222
Akr1b10	0	0	0	1.459431619	0	0	0	0	0	0	0	2.98550043	0	4.986410935	0	5.098453246	6.676662335	6.976936384	0	2.046141782	8.752079531	0	8.967139781	0	0.748461233	0	4.87282876	6.545813963	0	0	0	0	3.913607512	6.722329399	1.883620816	0	0.956056652	0	0
Akr1b3	3.825785627	9.148654525	6.168120505	0	0	3.875780063	0	6.822475232	0	0	8.364572432	8.616475329	6.643711913	6.34553831	0	6.016139703	0.799087306	5.490249211	5.143230135	5.983221651	6.74443023	8.197953828	7.416501993	7.805292456	8.531537419	7.766860144	0	9.49061024	8.548629279	9.842523205	8.384567923	4.021479727	4.921245889	8.053980168	4.150559677	0	9.555950328	9.726882293	8.333110615
Akr1b7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akr1b8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akr1c12	0	0	0	0	0	0	0	1.124328135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.372952098	0	0	0	1.650764559	0	0	0	0	0	0	1.321928095
Akr1c13	0	0	3.833902077	0.970853654	1.627606838	0	0	8.169774713	0	0	0	7.539624122	2.304511042	2.084064265	0	0	0	0	0	0	8.58251837	0	0	0	8.234913209	7.534419616	8.626658153	7.366934137	3.132576843	6.955243048	0	9.182667471	0	7.106850796	0	4.905447179	0	0	5.149340669
Akr1c14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akr1c18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akr1c19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akr1c20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akr1c21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akr1c6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akr1cl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akr1d1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.443606651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
